kpi_name,full_date,value,value_type,year,week_number,mine_name,department_name,reporting_date_id,department_id,mine_id
Compliance To Plan – Waste Tonnes,2024-09-01,90.000000,DailyForecast,2024,35,Kibali,Open Cast,20240901,5,4
Compliance To Plan – Planned Maintenance,2024-08-26,96.000000,DailyActual,2024,35,Kibali,Open Cast,20240826,5,4
Compliance To Plan – Planned Maintenance,2024-08-27,96.000000,DailyActual,2024,35,Kibali,Open Cast,20240827,5,4
Compliance To Plan – Planned Maintenance,2024-08-28,96.000000,DailyActual,2024,35,Kibali,Open Cast,20240828,5,4
Compliance To Plan – Planned Maintenance,2024-08-29,96.000000,DailyActual,2024,35,Kibali,Open Cast,20240829,5,4
Compliance To Plan – Planned Maintenance,2024-08-30,96.000000,DailyActual,2024,35,Kibali,Open Cast,20240830,5,4
Compliance To Plan – Planned Maintenance,2024-08-31,96.000000,DailyActual,2024,35,Kibali,Open Cast,20240831,5,4
Compliance To Plan – Planned Maintenance,2024-09-01,96.000000,DailyActual,2024,35,Kibali,Open Cast,20240901,5,4
Compliance To Plan – Planned Maintenance,2024-08-26,90.000000,DailyForecast,2024,35,Kibali,Open Cast,20240826,5,4
Compliance To Plan – Planned Maintenance,2024-08-27,90.000000,DailyForecast,2024,35,Kibali,Open Cast,20240827,5,4
Compliance To Plan – Planned Maintenance,2024-08-28,90.000000,DailyForecast,2024,35,Kibali,Open Cast,20240828,5,4
Compliance To Plan – Planned Maintenance,2024-08-29,90.000000,DailyForecast,2024,35,Kibali,Open Cast,20240829,5,4
Compliance To Plan – Planned Maintenance,2024-08-30,90.000000,DailyForecast,2024,35,Kibali,Open Cast,20240830,5,4
Compliance To Plan – Planned Maintenance,2024-08-31,90.000000,DailyForecast,2024,35,Kibali,Open Cast,20240831,5,4
Compliance To Plan – Planned Maintenance,2024-09-01,90.000000,DailyForecast,2024,35,Kibali,Open Cast,20240901,5,4
OP - Drilling Productivity,2024-08-26,16.000000,DailyActual,2024,35,Kibali,Open Cast,20240826,5,4
OP - Drilling Productivity,2024-08-27,14.000000,DailyActual,2024,35,Kibali,Open Cast,20240827,5,4
OP - Drilling Productivity,2024-08-28,14.000000,DailyActual,2024,35,Kibali,Open Cast,20240828,5,4
OP - Drilling Productivity,2024-08-29,21.000000,DailyActual,2024,35,Kibali,Open Cast,20240829,5,4
OP - Drilling Productivity,2024-08-30,21.000000,DailyActual,2024,35,Kibali,Open Cast,20240830,5,4
OP - Drilling Productivity,2024-08-31,22.000000,DailyActual,2024,35,Kibali,Open Cast,20240831,5,4
OP - Drilling Productivity,2024-09-01,23.000000,DailyActual,2024,35,Kibali,Open Cast,20240901,5,4
OP - Drilling Productivity,2024-08-26,17.000000,DailyForecast,2024,35,Kibali,Open Cast,20240826,5,4
OP - Drilling Productivity,2024-08-27,17.000000,DailyForecast,2024,35,Kibali,Open Cast,20240827,5,4
OP - Drilling Productivity,2024-08-28,17.000000,DailyForecast,2024,35,Kibali,Open Cast,20240828,5,4
OP - Drilling Productivity,2024-08-29,17.000000,DailyForecast,2024,35,Kibali,Open Cast,20240829,5,4
OP - Drilling Productivity,2024-08-30,17.000000,DailyForecast,2024,35,Kibali,Open Cast,20240830,5,4
OP - Drilling Productivity,2024-08-31,17.000000,DailyForecast,2024,35,Kibali,Open Cast,20240831,5,4
OP - Drilling Productivity,2024-09-01,17.000000,DailyForecast,2024,35,Kibali,Open Cast,20240901,5,4
OP - Loading Productivity,2024-08-26,316.000000,DailyActual,2024,35,Kibali,Open Cast,20240826,5,4
OP - Loading Productivity,2024-08-27,315.000000,DailyActual,2024,35,Kibali,Open Cast,20240827,5,4
OP - Loading Productivity,2024-08-28,321.000000,DailyActual,2024,35,Kibali,Open Cast,20240828,5,4
OP - Loading Productivity,2024-08-29,301.000000,DailyActual,2024,35,Kibali,Open Cast,20240829,5,4
OP - Loading Productivity,2024-08-30,268.000000,DailyActual,2024,35,Kibali,Open Cast,20240830,5,4
OP - Loading Productivity,2024-08-31,273.000000,DailyActual,2024,35,Kibali,Open Cast,20240831,5,4
OP - Loading Productivity,2024-09-01,305.000000,DailyActual,2024,35,Kibali,Open Cast,20240901,5,4
OP - Loading Productivity,2024-08-26,388.000000,DailyForecast,2024,35,Kibali,Open Cast,20240826,5,4
OP - Loading Productivity,2024-08-27,388.000000,DailyForecast,2024,35,Kibali,Open Cast,20240827,5,4
OP - Loading Productivity,2024-08-28,388.000000,DailyForecast,2024,35,Kibali,Open Cast,20240828,5,4
OP - Loading Productivity,2024-08-29,388.000000,DailyForecast,2024,35,Kibali,Open Cast,20240829,5,4
OP - Loading Productivity,2024-08-30,388.000000,DailyForecast,2024,35,Kibali,Open Cast,20240830,5,4
OP - Loading Productivity,2024-08-31,388.000000,DailyForecast,2024,35,Kibali,Open Cast,20240831,5,4
OP - Loading Productivity,2024-09-01,388.000000,DailyForecast,2024,35,Kibali,Open Cast,20240901,5,4
OP - Hauling Productivity,2024-08-26,79.000000,DailyActual,2024,35,Kibali,Open Cast,20240826,5,4
OP - Hauling Productivity,2024-08-27,79.000000,DailyActual,2024,35,Kibali,Open Cast,20240827,5,4
OP - Hauling Productivity,2024-08-28,79.000000,DailyActual,2024,35,Kibali,Open Cast,20240828,5,4
OP - Hauling Productivity,2024-08-29,77.000000,DailyActual,2024,35,Kibali,Open Cast,20240829,5,4
OP - Hauling Productivity,2024-08-30,77.000000,DailyActual,2024,35,Kibali,Open Cast,20240830,5,4
OP - Hauling Productivity,2024-08-31,78.000000,DailyActual,2024,35,Kibali,Open Cast,20240831,5,4
OP - Hauling Productivity,2024-09-01,78.000000,DailyActual,2024,35,Kibali,Open Cast,20240901,5,4
OP - Hauling Productivity,2024-08-26,80.000000,DailyForecast,2024,35,Kibali,Open Cast,20240826,5,4
OP - Hauling Productivity,2024-08-27,80.000000,DailyForecast,2024,35,Kibali,Open Cast,20240827,5,4
OP - Hauling Productivity,2024-08-28,80.000000,DailyForecast,2024,35,Kibali,Open Cast,20240828,5,4
OP - Hauling Productivity,2024-08-29,80.000000,DailyForecast,2024,35,Kibali,Open Cast,20240829,5,4
OP - Hauling Productivity,2024-08-30,80.000000,DailyForecast,2024,35,Kibali,Open Cast,20240830,5,4
OP - Hauling Productivity,2024-08-31,80.000000,DailyForecast,2024,35,Kibali,Open Cast,20240831,5,4
OP - Hauling Productivity,2024-09-01,80.000000,DailyForecast,2024,35,Kibali,Open Cast,20240901,5,4
OP - Ore Tonnes (Mined to Stock),2024-08-26,2102.000000,DailyActual,2024,35,Kibali,Open Cast,20240826,5,4
OP - Ore Tonnes (Mined to Stock),2024-08-27,2834.000000,DailyActual,2024,35,Kibali,Open Cast,20240827,5,4
OP - Ore Tonnes (Mined to Stock),2024-08-28,5051.000000,DailyActual,2024,35,Kibali,Open Cast,20240828,5,4
OP - Ore Tonnes (Mined to Stock),2024-08-29,13675.000000,DailyActual,2024,35,Kibali,Open Cast,20240829,5,4
OP - Ore Tonnes (Mined to Stock),2024-08-30,10554.000000,DailyActual,2024,35,Kibali,Open Cast,20240830,5,4
OP - Ore Tonnes (Mined to Stock),2024-08-31,2425.000000,DailyActual,2024,35,Kibali,Open Cast,20240831,5,4
OP - Ore Tonnes (Mined to Stock),2024-09-01,15084.000000,DailyActual,2024,35,Kibali,Open Cast,20240901,5,4
OP - Ore Tonnes (Mined to Stock),2024-08-26,0.000000,DailyForecast,2024,35,Kibali,Open Cast,20240826,5,4
OP - Ore Tonnes (Mined to Stock),2024-08-27,692.000000,DailyForecast,2024,35,Kibali,Open Cast,20240827,5,4
OP - Ore Tonnes (Mined to Stock),2024-08-28,5502.000000,DailyForecast,2024,35,Kibali,Open Cast,20240828,5,4
OP - Ore Tonnes (Mined to Stock),2024-08-29,5987.000000,DailyForecast,2024,35,Kibali,Open Cast,20240829,5,4
OP - Ore Tonnes (Mined to Stock),2024-08-30,8159.000000,DailyForecast,2024,35,Kibali,Open Cast,20240830,5,4
OP - Ore Tonnes (Mined to Stock),2024-08-31,5712.000000,DailyForecast,2024,35,Kibali,Open Cast,20240831,5,4
OP - Ore Tonnes (Mined to Stock),2024-09-01,9854.000000,DailyForecast,2024,35,Kibali,Open Cast,20240901,5,4
OP - Grade Au (Mined to Stock),2024-08-26,2.145578,DailyActual,2024,35,Kibali,Open Cast,20240826,5,4
OP - Grade Au (Mined to Stock),2024-08-27,3.160833,DailyActual,2024,35,Kibali,Open Cast,20240827,5,4
OP - Grade Au (Mined to Stock),2024-08-28,1.422471,DailyActual,2024,35,Kibali,Open Cast,20240828,5,4
OP - Grade Au (Mined to Stock),2024-08-29,1.419274,DailyActual,2024,35,Kibali,Open Cast,20240829,5,4
OP - Grade Au (Mined to Stock),2024-08-30,1.399863,DailyActual,2024,35,Kibali,Open Cast,20240830,5,4
OP - Grade Au (Mined to Stock),2024-08-31,1.038920,DailyActual,2024,35,Kibali,Open Cast,20240831,5,4
OP - Grade Au (Mined to Stock),2024-09-01,1.084621,DailyActual,2024,35,Kibali,Open Cast,20240901,5,4
OP - Grade Au (Mined to Stock),2024-08-26,0.000000,DailyForecast,2024,35,Kibali,Open Cast,20240826,5,4
OP - Grade Au (Mined to Stock),2024-08-27,0.943892,DailyForecast,2024,35,Kibali,Open Cast,20240827,5,4
OP - Grade Au (Mined to Stock),2024-08-28,1.871183,DailyForecast,2024,35,Kibali,Open Cast,20240828,5,4
OP - Grade Au (Mined to Stock),2024-08-29,1.241645,DailyForecast,2024,35,Kibali,Open Cast,20240829,5,4
OP - Grade Au (Mined to Stock),2024-08-30,1.951830,DailyForecast,2024,35,Kibali,Open Cast,20240830,5,4
OP - Grade Au (Mined to Stock),2024-08-31,1.644477,DailyForecast,2024,35,Kibali,Open Cast,20240831,5,4
OP - Grade Au (Mined to Stock),2024-09-01,1.682378,DailyForecast,2024,35,Kibali,Open Cast,20240901,5,4
OP - Contained Au (Mined to Stock),2024-08-26,145.000000,DailyActual,2024,35,Kibali,Open Cast,20240826,5,4
OP - Contained Au (Mined to Stock),2024-08-27,288.000000,DailyActual,2024,35,Kibali,Open Cast,20240827,5,4
OP - Contained Au (Mined to Stock),2024-08-28,231.000000,DailyActual,2024,35,Kibali,Open Cast,20240828,5,4
OP - Contained Au (Mined to Stock),2024-08-29,624.000000,DailyActual,2024,35,Kibali,Open Cast,20240829,5,4
OP - Contained Au (Mined to Stock),2024-08-30,475.000000,DailyActual,2024,35,Kibali,Open Cast,20240830,5,4
OP - Contained Au (Mined to Stock),2024-08-31,81.000000,DailyActual,2024,35,Kibali,Open Cast,20240831,5,4
OP - Contained Au (Mined to Stock),2024-09-01,526.000000,DailyActual,2024,35,Kibali,Open Cast,20240901,5,4
OP - Contained Au (Mined to Stock),2024-08-26,0.000000,DailyForecast,2024,35,Kibali,Open Cast,20240826,5,4
OP - Contained Au (Mined to Stock),2024-08-27,21.000000,DailyForecast,2024,35,Kibali,Open Cast,20240827,5,4
OP - Contained Au (Mined to Stock),2024-08-28,331.000000,DailyForecast,2024,35,Kibali,Open Cast,20240828,5,4
OP - Contained Au (Mined to Stock),2024-08-29,239.000000,DailyForecast,2024,35,Kibali,Open Cast,20240829,5,4
OP - Contained Au (Mined to Stock),2024-08-30,512.000000,DailyForecast,2024,35,Kibali,Open Cast,20240830,5,4
OP - Contained Au (Mined to Stock),2024-08-31,302.000000,DailyForecast,2024,35,Kibali,Open Cast,20240831,5,4
OP - Contained Au (Mined to Stock),2024-09-01,533.000000,DailyForecast,2024,35,Kibali,Open Cast,20240901,5,4
OP - Ore Tonnes (Stocks to Crusher),2024-08-26,18243.000000,DailyActual,2024,35,Kibali,Open Cast,20240826,5,4
OP - Ore Tonnes (Stocks to Crusher),2024-08-27,10679.000000,DailyActual,2024,35,Kibali,Open Cast,20240827,5,4
OP - Ore Tonnes (Stocks to Crusher),2024-08-28,13233.000000,DailyActual,2024,35,Kibali,Open Cast,20240828,5,4
OP - Ore Tonnes (Stocks to Crusher),2024-08-29,13671.000000,DailyActual,2024,35,Kibali,Open Cast,20240829,5,4
OP - Ore Tonnes (Stocks to Crusher),2024-08-30,13319.000000,DailyActual,2024,35,Kibali,Open Cast,20240830,5,4
OP - Ore Tonnes (Stocks to Crusher),2024-08-31,11296.000000,DailyActual,2024,35,Kibali,Open Cast,20240831,5,4
OP - Ore Tonnes (Stocks to Crusher),2024-09-01,12476.000000,DailyActual,2024,35,Kibali,Open Cast,20240901,5,4
OP - Ore Tonnes (Stocks to Crusher),2024-08-26,14500.000000,DailyForecast,2024,35,Kibali,Open Cast,20240826,5,4
OP - Ore Tonnes (Stocks to Crusher),2024-08-27,11000.000000,DailyForecast,2024,35,Kibali,Open Cast,20240827,5,4
OP - Ore Tonnes (Stocks to Crusher),2024-08-28,13000.000000,DailyForecast,2024,35,Kibali,Open Cast,20240828,5,4
OP - Ore Tonnes (Stocks to Crusher),2024-08-29,13000.000000,DailyForecast,2024,35,Kibali,Open Cast,20240829,5,4
OP - Ore Tonnes (Stocks to Crusher),2024-08-30,13000.000000,DailyForecast,2024,35,Kibali,Open Cast,20240830,5,4
OP - Ore Tonnes (Stocks to Crusher),2024-08-31,12500.000000,DailyForecast,2024,35,Kibali,Open Cast,20240831,5,4
OP - Ore Tonnes (Stocks to Crusher),2024-09-01,14500.000000,DailyForecast,2024,35,Kibali,Open Cast,20240901,5,4
OP - Grade Au (Stocks to Crusher),2024-08-26,1.184943,DailyActual,2024,35,Kibali,Open Cast,20240826,5,4
OP - Grade Au (Stocks to Crusher),2024-08-27,1.508718,DailyActual,2024,35,Kibali,Open Cast,20240827,5,4
OP - Grade Au (Stocks to Crusher),2024-08-28,1.645313,DailyActual,2024,35,Kibali,Open Cast,20240828,5,4
OP - Grade Au (Stocks to Crusher),2024-08-29,1.613076,DailyActual,2024,35,Kibali,Open Cast,20240829,5,4
OP - Grade Au (Stocks to Crusher),2024-08-30,1.637025,DailyActual,2024,35,Kibali,Open Cast,20240830,5,4
OP - Grade Au (Stocks to Crusher),2024-08-31,1.533697,DailyActual,2024,35,Kibali,Open Cast,20240831,5,4
OP - Grade Au (Stocks to Crusher),2024-09-01,1.660381,DailyActual,2024,35,Kibali,Open Cast,20240901,5,4
OP - Grade Au (Stocks to Crusher),2024-08-26,1.383568,DailyForecast,2024,35,Kibali,Open Cast,20240826,5,4
OP - Grade Au (Stocks to Crusher),2024-08-27,1.541036,DailyForecast,2024,35,Kibali,Open Cast,20240827,5,4
OP - Grade Au (Stocks to Crusher),2024-08-28,1.440330,DailyForecast,2024,35,Kibali,Open Cast,20240828,5,4
OP - Grade Au (Stocks to Crusher),2024-08-29,1.440330,DailyForecast,2024,35,Kibali,Open Cast,20240829,5,4
OP - Grade Au (Stocks to Crusher),2024-08-30,1.440330,DailyForecast,2024,35,Kibali,Open Cast,20240830,5,4
OP - Grade Au (Stocks to Crusher),2024-08-31,1.127190,DailyForecast,2024,35,Kibali,Open Cast,20240831,5,4
OP - Grade Au (Stocks to Crusher),2024-09-01,0.883768,DailyForecast,2024,35,Kibali,Open Cast,20240901,5,4
OP - Contained Au (Stocks to Crusher),2024-08-26,695.000000,DailyActual,2024,35,Kibali,Open Cast,20240826,5,4
OP - Contained Au (Stocks to Crusher),2024-08-27,518.000000,DailyActual,2024,35,Kibali,Open Cast,20240827,5,4
OP - Contained Au (Stocks to Crusher),2024-08-28,700.000000,DailyActual,2024,35,Kibali,Open Cast,20240828,5,4
OP - Contained Au (Stocks to Crusher),2024-08-29,709.000000,DailyActual,2024,35,Kibali,Open Cast,20240829,5,4
OP - Contained Au (Stocks to Crusher),2024-08-30,701.000000,DailyActual,2024,35,Kibali,Open Cast,20240830,5,4
OP - Contained Au (Stocks to Crusher),2024-08-31,557.000000,DailyActual,2024,35,Kibali,Open Cast,20240831,5,4
OP - Contained Au (Stocks to Crusher),2024-09-01,666.000000,DailyActual,2024,35,Kibali,Open Cast,20240901,5,4
OP - Contained Au (Stocks to Crusher),2024-08-26,645.000000,DailyForecast,2024,35,Kibali,Open Cast,20240826,5,4
OP - Contained Au (Stocks to Crusher),2024-08-27,545.000000,DailyForecast,2024,35,Kibali,Open Cast,20240827,5,4
OP - Contained Au (Stocks to Crusher),2024-08-28,602.000000,DailyForecast,2024,35,Kibali,Open Cast,20240828,5,4
OP - Contained Au (Stocks to Crusher),2024-08-29,602.000000,DailyForecast,2024,35,Kibali,Open Cast,20240829,5,4
OP - Contained Au (Stocks to Crusher),2024-08-30,602.000000,DailyForecast,2024,35,Kibali,Open Cast,20240830,5,4
OP - Contained Au (Stocks to Crusher),2024-08-31,453.000000,DailyForecast,2024,35,Kibali,Open Cast,20240831,5,4
OP - Contained Au (Stocks to Crusher),2024-09-01,412.000000,DailyForecast,2024,35,Kibali,Open Cast,20240901,5,4
OP - Drilling Utilization,2024-08-26,79.000000,DailyActual,2024,35,Kibali,Open Cast,20240826,5,4
OP - Drilling Utilization,2024-08-27,79.000000,DailyActual,2024,35,Kibali,Open Cast,20240827,5,4
OP - Drilling Utilization,2024-08-28,75.000000,DailyActual,2024,35,Kibali,Open Cast,20240828,5,4
OP - Drilling Utilization,2024-08-29,75.000000,DailyActual,2024,35,Kibali,Open Cast,20240829,5,4
OP - Drilling Utilization,2024-08-30,70.000000,DailyActual,2024,35,Kibali,Open Cast,20240830,5,4
OP - Drilling Utilization,2024-08-31,62.000000,DailyActual,2024,35,Kibali,Open Cast,20240831,5,4
OP - Drilling Utilization,2024-09-01,83.000000,DailyActual,2024,35,Kibali,Open Cast,20240901,5,4
OP - Drilling Utilization,2024-08-26,81.000000,DailyForecast,2024,35,Kibali,Open Cast,20240826,5,4
OP - Drilling Utilization,2024-08-27,81.000000,DailyForecast,2024,35,Kibali,Open Cast,20240827,5,4
OP - Drilling Utilization,2024-08-28,81.000000,DailyForecast,2024,35,Kibali,Open Cast,20240828,5,4
OP - Drilling Utilization,2024-08-29,81.000000,DailyForecast,2024,35,Kibali,Open Cast,20240829,5,4
OP - Drilling Utilization,2024-08-30,81.000000,DailyForecast,2024,35,Kibali,Open Cast,20240830,5,4
OP - Drilling Utilization,2024-08-31,81.000000,DailyForecast,2024,35,Kibali,Open Cast,20240831,5,4
OP - Drilling Utilization,2024-09-01,81.000000,DailyForecast,2024,35,Kibali,Open Cast,20240901,5,4
OP - Shovels Utilization,2024-08-26,88.000000,DailyActual,2024,35,Kibali,Open Cast,20240826,5,4
OP - Shovels Utilization,2024-08-27,93.000000,DailyActual,2024,35,Kibali,Open Cast,20240827,5,4
OP - Shovels Utilization,2024-08-28,79.000000,DailyActual,2024,35,Kibali,Open Cast,20240828,5,4
OP - Shovels Utilization,2024-08-29,86.000000,DailyActual,2024,35,Kibali,Open Cast,20240829,5,4
OP - Shovels Utilization,2024-08-30,91.000000,DailyActual,2024,35,Kibali,Open Cast,20240830,5,4
OP - Shovels Utilization,2024-08-31,97.000000,DailyActual,2024,35,Kibali,Open Cast,20240831,5,4
OP - Shovels Utilization,2024-09-01,97.000000,DailyActual,2024,35,Kibali,Open Cast,20240901,5,4
OP - Shovels Utilization,2024-08-26,76.000000,DailyForecast,2024,35,Kibali,Open Cast,20240826,5,4
OP - Shovels Utilization,2024-08-27,76.000000,DailyForecast,2024,35,Kibali,Open Cast,20240827,5,4
OP - Shovels Utilization,2024-08-28,76.000000,DailyForecast,2024,35,Kibali,Open Cast,20240828,5,4
OP - Shovels Utilization,2024-08-29,76.000000,DailyForecast,2024,35,Kibali,Open Cast,20240829,5,4
OP - Shovels Utilization,2024-08-30,76.000000,DailyForecast,2024,35,Kibali,Open Cast,20240830,5,4
OP - Shovels Utilization,2024-08-31,76.000000,DailyForecast,2024,35,Kibali,Open Cast,20240831,5,4
OP - Shovels Utilization,2024-09-01,76.000000,DailyForecast,2024,35,Kibali,Open Cast,20240901,5,4
OP - Hauling Utilization,2024-08-26,90.000000,DailyActual,2024,35,Kibali,Open Cast,20240826,5,4
OP - Hauling Utilization,2024-08-27,90.000000,DailyActual,2024,35,Kibali,Open Cast,20240827,5,4
OP - Hauling Utilization,2024-08-28,79.000000,DailyActual,2024,35,Kibali,Open Cast,20240828,5,4
OP - Hauling Utilization,2024-08-29,90.000000,DailyActual,2024,35,Kibali,Open Cast,20240829,5,4
OP - Hauling Utilization,2024-08-30,90.000000,DailyActual,2024,35,Kibali,Open Cast,20240830,5,4
OP - Hauling Utilization,2024-08-31,89.000000,DailyActual,2024,35,Kibali,Open Cast,20240831,5,4
OP - Hauling Utilization,2024-09-01,90.000000,DailyActual,2024,35,Kibali,Open Cast,20240901,5,4
OP - Hauling Utilization,2024-08-26,77.000000,DailyForecast,2024,35,Kibali,Open Cast,20240826,5,4
OP - Hauling Utilization,2024-08-27,77.000000,DailyForecast,2024,35,Kibali,Open Cast,20240827,5,4
OP - Hauling Utilization,2024-08-28,77.000000,DailyForecast,2024,35,Kibali,Open Cast,20240828,5,4
OP - Hauling Utilization,2024-08-29,77.000000,DailyForecast,2024,35,Kibali,Open Cast,20240829,5,4
OP - Hauling Utilization,2024-08-30,77.000000,DailyForecast,2024,35,Kibali,Open Cast,20240830,5,4
OP - Hauling Utilization,2024-08-31,77.000000,DailyForecast,2024,35,Kibali,Open Cast,20240831,5,4
OP - Hauling Utilization,2024-09-01,77.000000,DailyForecast,2024,35,Kibali,Open Cast,20240901,5,4
